youtube ID, start seconds, train/test split
wApkoYq-aGQ,30,Train
wAtQza_yZE0,432,Train
wBBWSqPuO_Q,240,Train
wBUexOOHGNo,1,Train
wBhbACwLcm0,110,Train
wBnRLl7fTSE,30,Train
wBhbACwLcm0,60,Train
wCDZp-u_ryA,0,Train
wBzsidpUx68,157,Train
wCXWvyFI1lw,203,Train
wCI9iRz6ijk,0,Train
wCmGvHFijeo,163,Train
wCZN3WcYs5o,275,Train
wCmGvHFijeo,235,Train
wCmUUeXfOP4,180,Train
wCtQ_m27D6s,30,Train
wCzsfIaFL30,56,Train
wDHKTu0tg-w,80,Train
wDJYf4A1dBA,0,Train
wDZEcCps6aw,93,Train
wE5wEbbgy5Y,10,Train
wEMEFnMgO9k,239,Train
wEOqAdKGzwg,23,Train
wEEO1hymqZ8,0,Train
wEmkKKQMRjU,430,Train
wFA08t01Tcg,251,Train
wFBc1EQSzVs,22,Train
wFLo8O0HwXA,11,Train
wFTQJt_HD0g,629,Train
wFftnwMmMiA,40,Train
wFZeGxlLgr8,10,Train
wFo5T4uEa-A,80,Train
wG1MwsgSdjE,43,Train
wGG7dEgqUOo,60,Train
wGHO-EojGQs,40,Train
wGKBRgryatM,30,Train
wGWiCk9tSYE,107,Train
wGShbOzy6Fc,130,Train
wGtswsA8fIQ,22,Train
wGveGtf3uuE,442,Train
wH-IhrMzstM,113,Train
wH-IhrMzstM,73,Train
wH19MaeOK-I,50,Train
wH3W5YNwcWM,10,Train
wH6Ir8jOAMk,70,Train
wHCOXNzTFAA,534,Train
wHFLY33MuCo,6,Train
wHK9F3VNHJs,69,Train
wHbp4mUNW0k,669,Train
wHeyaPumMRU,106,Train
wHeyaPumMRU,116,Train
wHm9b8b8suI,42,Train
wHtvw9g210s,201,Train
wHwkH4TW4WA,20,Train
wIGHtrtL1Io,7,Train
wIIfhLYqmuE,130,Train
wIKZhj-3M-k,14,Train
wIPd1o-4abM,13,Train
wIYkC4M44-Q,8,Train
wIlj8q77G4M,101,Train
wIjLa4arCQA,725,Train
wIsc5UPaUzY,30,Train
wIscY4HkOv8,0,Train
wJ6I39k4Bh8,10,Train
wJEBpNJE0tA,15,Train
wJEBpNJE0tA,26,Train
wJGVljVmJ1E,30,Train
wJLYLmp38eQ,10,Train
wJOPDRm5F5M,256,Train
wJOPDRm5F5M,350,Train
wJo-a3EQo0w,140,Train
wK2xRjE4504,358,Train
wK2xRjE4504,32,Train
wKD_0BTqOFo,106,Train
wKMnausIyzM,30,Train
wKQ7-948O6I,130,Train
wKQ7-948O6I,198,Train
wKVnJZw3aZ4,3,Train
wKVnJZw3aZ4,3,Train
wKWUQxUI1Og,133,Train
wKamLy0WILA,10,Train
wKiiAZ1IrUk,31,Train
wKvTE7MmPHs,31,Train
wKzjyhiBwDw,157,Train
wL55gLwL_dY,20,Train
wL9iPWb9Reg,200,Train
wLYSKfnv4kA,460,Train
wLRYGx2L1lM,30,Train
wLpcp_S8Mh4,10,Train
wLynd4w55lE,26,Train
wLtZroXiIjc,0,Train
wM1pRF7uYNY,30,Train
wMDyqicqb-k,530,Train
wMHDRWX0_3M,120,Train
wMQ6kte7_Wc,30,Train
wM_sVal31Ag,110,Train
wMcqJSVevIw,0,Train
wMfhj_Ouuc8,19,Train
wMy6zE7fi0M,460,Train
wMzyu04HD1g,500,Train
wN6-9G9TJnU,244,Train
wN8njAEiSCY,100,Train
wNNl3EQmEuo,26,Train
wNSg5C2a0bs,40,Train
wNVbsedH2xQ,250,Train
wNv3E8tdB_Y,0,Train
wO-g4MwVZM0,12,Train
wO-g4MwVZM0,64,Train
wO2jTgkU45A,30,Train
wO9kYVdDMTI,8,Train
wOE_TCdonok,0,Train
wOGH8R1dWAc,2,Train
wOTbzIspv04,10,Train
wOVDCEfrw-E,128,Train
wOWJ8h66APs,40,Train
wOX76HirZ3s,27,Train
wOXHavOZla4,228,Train
wOYm0kirXPQ,120,Train
wOwKejxWEiM,10,Train
wOzgCyoi9l8,6,Train
wOzgCyoi9l8,74,Train
wPH5obPgnY8,13,Train
wPH5obPgnY8,23,Train
wPKcuzMAK3c,157,Train
wPLtMMe6L-A,10,Train
wPQ0v6LnXtU,0,Train
wPYSL2zAFww,26,Train
wPaQowc4lvM,215,Train
wPcYr_7y764,111,Train
wPcYr_7y764,183,Train
wPtHw-bF2Ao,18,Train
wPwZ51BkfMM,30,Train
wPyZ1g2M9qI,120,Train
wQ2lQPnfxXE,485,Train
wQ9B-DvT1zE,2,Train
wQC7VP4dcm4,156,Train
wQC7VP4dcm4,199,Train
wQEkiK2E1kc,0,Train
wQI00RA_ne4,20,Train
wQJg8L75D78,0,Train
wQLn1rwQynM,20,Train
t2ESM02HFRE,146,Train
uKWvk9CwHlQ,27,Train
urMhVY-7m3U,10,Train
vXupVqDfK34,116,Train
vdNEiHA-XeQ,6,Train
vh8Uh1zTLQw,35,Train
vk6TKQTq-Ho,105,Train
vpInNvIgliw,97,Train
vpKfg9J8rk0,0,Train
vqqoMkWSVHI,31,Train
wFoxoUzrXoE,160,Train
wM43fi7WP3c,30,Train
wQyfDbVCqXc,30,Train
wR4ce3YpaWs,100,Train
wRJLnubCNLA,97,Train
wRKun_dycRA,0,Train
wRLF_Ru5CL4,0,Train
wRRL8BZiQJo,37,Train
wRSvDP-INIc,244,Train
wSGzuu3LcIM,1,Train
wSV_hSdj0F0,10,Train
wSak1VOISQg,40,Train
wSeFslF918w,8,Train
wSyQ2TRQhOU,170,Train
wTJZFO7E4Lk,17,Train
wTM4xppuvlQ,54,Train
wTaEoBZ45fg,32,Train
wTj26nCp_44,0,Train
wTujz_6ZG9E,61,Train
wU3R6er6IzI,33,Train
wU7b0J_62TI,20,Train
wUD4Mfpxz7A,70,Train
wUJW48s0dhU,104,Train
wUTl0lASYQY,260,Train
wUcK2OMIfLM,122,Train
wUdiQ7rqwC8,90,Train
wUxK2lsb7Fs,47,Train
wV0iMbAVe8M,50,Train
wVCBBHn3iGY,191,Train
wVCBBHn3iGY,214,Train
wVK0m7FDkGs,58,Train
wVK0m7FDkGs,107,Train
wVOgF2IWs7k,30,Train
wVpeJiXbrBk,20,Train
wVuyurApkys,30,Train
wWjnatR84VI,25,Train
wWoSiYV3NZ8,13,Train
wWu37GzKnpk,10,Train
wX4Ya3D20H8,39,Train
wXAzSCD4-sE,30,Train
wXA0pZf2p2o,178,Train
wXd-Km9DSfI,0,Train
wXXW4PBfWaU,206,Train
wXd-Km9DSfI,19,Train
wYVImfn-NyY,170,Train
wYeyxwPsBsA,51,Train
wYgx3EAcuNQ,30,Train
wYnI5S_MsYI,1048,Train
wYnI5S_MsYI,1579,Train
wYqDrjJ_Bfs,30,Train
wZIfU_J45Fc,40,Train
wZ7THnyIDp0,40,Train
wZJlLdOjrew,65,Train
wZMIzmoo6bc,0,Train
wZr8jXo1Uso,102,Train
wZoY54HeHQw,0,Train
wZtqrVzinZA,470,Train
wZv6lKJlp3U,40,Train
wZv6lKJlp3U,112,Train
w_7w_0FjgVs,170,Train
wWeE0Ojjewo,10,Train
w_JMr1GoO6o,198,Train
w_MBrEaSbpY,20,Train
w_cg1NVaq0k,2,Train
w_i45PjiSmU,400,Train
w_kWPDMOhnc,193,Train
wa-ybgkdTk0,10,Train
wa45j7MTIVU,263,Train
wa5lNfsPW8c,61,Train
wa6kXV2TY50,505,Train
wakqEYxQs0g,30,Train
wamiKvGzfrE,506,Train
waqOvkvi010,20,Train
wamiKvGzfrE,316,Train
wb1Q-1Za3u8,40,Train
wb1Q-1Za3u8,26,Train
wb2jPbe7Zag,0,Train
wbM6W7YojYU,39,Train
wbHTKEJZyhc,20,Train
wbOo2zkkxsE,13,Train
wbU-qYa571Q,40,Train
wbXItUDliuo,87,Train
wbXn-PoipCY,121,Train
wbXn-PoipCY,147,Train
wbYwQDu5Jx4,20,Train
wbfZ1lXQ5Hk,30,Train
wbVgP6PwL_A,133,Train
wcvNKpfwOr0,215,Train
wcxxL9rRhO0,50,Train
wdCxj58juvI,30,Train
wdDZWK38Evc,40,Train
wdMQITa2iYA,0,Train
wdMQITa2iYA,43,Train
wdTAscU-HWs,150,Train
wdTr6q1DYlo,10,Train
wdYa35bz5HE,322,Train
wdYa35bz5HE,210,Train
wdjDKFtMaPY,17,Train
wdy17GmkpWc,91,Train
we-ONoZIkWE,18,Train
we1BT4NJQ0E,10,Train
we4UMuIt3tM,59,Train
we4GLwIGmH0,418,Train
we4UMuIt3tM,121,Train
weHhWlbbUhI,30,Train
we8NP0EKyZQ,20,Train
weHiwXkmBrg,82,Train
weSfQmkG35I,2,Train
weWKP7HI_8U,20,Train
wegUIAV-Dco,121,Train
wfIHKIsTAS4,195,Train
wfHeoPDLMaM,30,Train
wfKBG7ag9hA,29,Train
wfNXc9M3Tqs,20,Train
wfKBG7ag9hA,67,Train
wfNXc9M3Tqs,33,Train
wfRWvI16wxw,86,Train
wfS6n2GfdLE,25,Train
wfV4nWvwCBo,30,Train
wfix2X5XBU4,27,Train
wgBb9zZunE0,30,Train
wgJNJdETe4k,20,Train
wgJSmjljYJc,411,Train
wgN2nEUSQLI,0,Train
wgpy1sS9DDo,12,Train
whIJwThIIq8,67,Train
whIS2UodgLI,2,Train
whIS2UodgLI,19,Train
whNzUHQZXRw,283,Train
whIJwThIIq8,155,Train
whNzUHQZXRw,386,Train
whRcya2q4ac,28,Train
whcdfmHQZ0A,357,Train
whRcya2q4ac,53,Train
whcdfmHQZ0A,565,Train
wi54-DWcH48,1,Train
wi7a8RtBV4M,4,Train
wiIaQTpZu0Y,60,Train
wiaTpTTRXuU,10,Train
wis9ZNEk3GY,2,Train
wiviKmh8UvI,552,Train
wiyojlC9xbI,30,Train
wipIZG3NvLE,0,Train
wj0nw4kC6oY,21,Train
wj8xKb--3-o,15,Train
wj8xKb--3-o,4,Train
wjFdmQQXGiA,37,Train
wjLClGwjeIU,114,Train
wjYgPkt_ezs,144,Train
wj_iDc8BJOU,202,Train
wjYgPkt_ezs,89,Train
wjgupZllbsI,189,Train
wjitxUTYVkk,22,Train
wjoKYbUM9Wo,40,Train
wjsL5UkBYjA,6,Train
wk72XC-Oa8o,87,Train
wk72XC-Oa8o,153,Train
wkD8AKvA9Rg,90,Train
wkVs2Y69Lgw,270,Train
wkj56nX5PS8,173,Train
wkoelcaGEJY,7,Train
wkq0ADD8kTc,30,Train
wkr5OBIFEvw,138,Train
wkj56nX5PS8,213,Train
wl3KSEaTx6w,40,Train
wlGiRzk8o5w,20,Train
wlO8ta3sR5M,8,Train
wlOKFKXReh0,73,Train
wlNBBeyarGU,29,Train
wlOKFKXReh0,106,Train
wliRjotVuBI,50,Train
wljPDLT50B0,200,Train
wlnYVopKvUw,30,Train
wlxZ9bIURXE,310,Train
wm3LAO2rzuA,250,Train
wmCDxr4JcfQ,4,Train
wmJ0lkC7OgA,40,Train
wmKBB5sHIas,5,Train
wmKBB5sHIas,16,Train
wmYbPbEXKHs,337,Train
wmo-pmEgMkE,370,Train
wnkNrMLVLww,6,Train
wnlrxxHqIYA,2,Train
woB7VZo82ZM,20,Train
woWw2_6KmN0,4,Train
wohHXk1uz3M,0,Train
wot2ApB_5Wg,6,Train
wp39z09jSbI,132,Train
wp9MEuoliZM,21,Train
wp9MEuoliZM,511,Train
wot2ApB_5Wg,89,Train
wpeINKNMg80,9,Train
wpeINKNMg80,20,Train
wpiE26mFk1U,0,Train
wpody3JLgRc,126,Train
wps9EaKjzNU,30,Train
wq7HyLFi7LQ,167,Train
wq7HyLFi7LQ,445,Train
wp_CpaJiryo,15,Train
wqMoQkNqb3U,0,Train
wqTCwqVRDlk,80,Train
wqTGMASByfE,73,Train
wr-6EpEsrJY,58,Train
wr-wpBaScTA,10,Train
wr-wpBaScTA,0,Train
wrFyu2T1XOo,0,Train
wrQC3c6TH3U,30,Train
wrmdxChtq6U,90,Train
wrn2D5DGeiY,7,Train
wrqgJI7mMRI,49,Train
wrweFLy8EG0,180,Train
wrzWAox8NCM,17,Train
wrxdrY5fy5k,33,Train
wsLh3s_PoRU,43,Train
wsVbSwVIA5Y,1,Train
wsZa2uv-GOI,0,Train
wsZYkU5BHYI,30,Train
ws_y1qopT-4,90,Train
ws_y1qopT-4,103,Train
wsbjS8fApbg,29,Train
wsiidtWIg44,0,Train
wssmxg6o37M,40,Train
wsxAIlM-IA8,28,Train
wt5AkBnZ1Z0,59,Train
wtBqWGj38rA,130,Train
wtQzHZNh_iI,10,Train
wtyoGJ5yUGY,30,Train
wu7SP5KOklo,34,Train
wu9z99FwxQM,4,Train
wuAcPWyHMXo,8,Train
wuKl1wEXJ_Y,9,Train
wuYCLb-028g,8,Train
wuSANlT11sU,40,Train
wub2VrwpvmQ,80,Train
wumwLAqm1_E,15,Train
wurnc8yDd70,37,Train
wurLlZ88wjw,26,Train
wv1YYKN2djA,410,Train
wv2knlhmepM,30,Train
wv2rfOTLvYM,0,Train
wv98NL9VbCQ,100,Train
wv98NL9VbCQ,112,Train
wvHRj1Df9dM,20,Train
wvOygFqXoXI,0,Train
wv_C_O7U3Zs,74,Train
wvanMlIFYi0,50,Train
ww-oROctme0,190,Train
ww13Ggt5g4U,100,Train
ww13Ggt5g4U,51,Train
ww7BYGpbHjw,11,Train
wwCFDv90OSg,47,Train
wwWcgviZ-7g,265,Train
wwPil_rSBLg,313,Train
wwXo4BZR5b8,0,Train
wwlQLP_CSog,200,Train
wx2rwgWq8jU,3,Train
wwm-1Tytswg,30,Train
wx2rwgWq8jU,325,Train
wx7L0EyVNEw,0,Train
wxCDgIFebsg,30,Train
wxA5nvXP9aI,36,Train
wxMrCU0-Bw4,500,Train
wx_du7tXe8Q,30,Train
wxOzcrLSEAU,28,Train
wxaWzq2zh38,250,Train
wy-in2-Aj9U,40,Train
wxt1uBTQsa4,30,Train
wy3C1EeaNEU,165,Train
wy5edFMFcyM,370,Train
wyRbL_RevM0,70,Train
wyTYljywYLE,26,Train
wyUDO7t10eE,293,Train
wyWd_EuJURY,30,Train
wyZzPMbyjuA,30,Train
wyhurCZbKQU,30,Train
wyX7_FGmJFg,21,Train
wzETKcC0jNw,98,Train
wzJjw81BGPY,30,Train
wz_nZAAZUeE,0,Train
wzg9c7LqMJE,22,Train
wzmagHhs_8w,119,Train
wzvpIvwX_NQ,53,Train
wzvpIvwX_NQ,68,Train
x-3y5Jsnm-c,91,Train
x-9dBis0esg,320,Train
x-7004DZAdQ,30,Train
x-MsMZox7Ao,131,Train
x-PeY8Yb8M4,300,Train
x-kt5b8l3tE,3,Train
x-j5MdM1KR0,14,Train
x-lNkD1_rIs,16,Train
x-plI55tdGM,440,Train
x-t8155hXt4,80,Train
x-plI55tdGM,483,Train
x00jqH84c_s,31,Train
x04R1vOFO84,12,Train
x094LrtaXWY,77,Train
x094LrtaXWY,336,Train
x0FgNRDg8EE,1,Train
x0GMxzozW-g,4,Train
x0Qc4GoKiGA,1,Train
x0YMn0BLv-M,278,Train
x0YMn0BLv-M,264,Train
x0bbH2Tao_0,0,Train
x0o-FZIGMG4,487,Train
x0fI4QXOz9M,30,Train
x0scXW1NmSc,30,Train
x0yChSbzrtA,6,Train
x0yChSbzrtA,38,Train
x14M3QYMTcU,22,Train
x16f06a4tJA,1,Train
x1BSrucmESI,39,Train
x17kfdI3NVs,93,Train
x1HC31uN1qk,111,Train
x1L2E97mVwQ,10,Train
x1Rt2zN-oXo,0,Train
x1ToLp_ioWk,10,Train
x1fvDlCxzCM,16,Train
x1qblBAKU48,44,Train
x1twJyC4kUM,30,Train
x20kVam6B8s,58,Train
x2QRevGL-_Y,114,Train
x2fIumMSDFk,30,Train
x2XDlGASbo8,530,Train
x2uCcPNM6Nw,30,Train
x3SyxT7EhOw,30,Train
x4-a1bjgtJg,20,Train
x46d2IF4o1I,57,Train
x46d2IF4o1I,67,Train
x473iv4VnYo,126,Train
x4ZrSaH6hTY,156,Train
x4nVJ7RQJ1g,0,Train
x4rtdVDRhvw,19,Train
x51xBVmFwj4,52,Train
x559cbNelTs,24,Train
x58Gi9_wCnc,30,Train
x543FqdJwJo,231,Train
x5FsmQ-PeTY,7,Train
x5I-Me-iGAM,67,Train
x5P-_Jvm2Jc,2,Train
x5KlpFO8z4k,540,Train
x5VJhNV5QUA,39,Train
x5Z7h8G-tYs,40,Train
x5hOx-5nQRw,590,Train
x5iwZM_a22E,5,Train
x5mIbEIdxjE,30,Train
x5qyZ59MSlI,486,Train
x5sHtEiTZcs,112,Train
x65AtQemNZI,80,Train
x5y--luMtzk,30,Train
x6Z-QJ3pJ0U,2,Train
x6cWwFVbYCg,111,Train
x6cWwFVbYCg,54,Train
x6PfcoCOfJ4,80,Train
x6d8ytnWNDI,2,Train
x6d8ytnWNDI,45,Train
x6qL4hSOZs4,3,Train
x6qm8mEVFZY,52,Train
x6rDxlCNyfQ,24,Train
x6j7sDhtqXI,105,Train
x6woF6mg7gU,45,Train
x6zB0iR_WOA,120,Train
x6woF6mg7gU,114,Train
x6zBJTasLuE,0,Train
x759YDPfP18,1,Train
x76-gh2JVy8,241,Train
x76-gh2JVy8,474,Train
x733gqMtXRI,197,Train
x79GZ9dpuvY,0,Train
x7CsuooIrCc,64,Train
x7CsuooIrCc,121,Train
x7FVf9L0KgU,254,Train
x7GBGS52Rk8,21,Train
x7SIFHD4RR8,2,Train
x7GzfX43tnY,11,Train
x7SIFHD4RR8,17,Train
x7f-P-XiHRg,48,Train
x7kcKjsqJLo,39,Train
x7rR7s-o73s,160,Train
x7kcKjsqJLo,19,Train
x8gDwZsGKyI,10,Train
x8j1lLqI1xg,115,Train
x9Cyz1Gackk,30,Train
x9GjV7Ensb8,10,Train
x9GrNq2_yWI,14,Train
x9R1V1lzRBY,24,Train
x9Sq8FIQjDI,121,Train
x9TmcvlEw5w,35,Train
x9V_4i7nCdQ,470,Train
x9dNp71iM9Y,320,Train
xA6ODfhkIeI,134,Train
xAFn8m4eWoc,45,Train
xAH2CbFk7FY,4,Train
xAJtCxlsvGg,3,Train
xAJtCxlsvGg,84,Train
xARfo6fV36g,52,Train
xASS_ZZat3c,90,Train
xAmYnybedFw,117,Train
xBDwIyUr824,36,Train
xBV1nbDRBA0,419,Train
xBcmnyqY60g,10,Train
xBcmnyqY60g,0,Train
xC24t9AeHXQ,23,Train
xCgYtw-L42o,10,Train
xCjRNm3U-gE,30,Train
xCwcTjXywj0,1,Train
xCyq3180swM,0,Train
xD1cN4G7n08,45,Train
xD1wfsnBdy4,30,Train
xD6alBclSnw,13,Train
xDG0w4ryaHY,0,Train
xDH3kif2NWU,126,Train
xDTEyKiPDFE,400,Train
xDaBEGD08x0,19,Train
xDomB7x2_jE,17,Train
xDsQNzGqD6s,300,Train
xDvNCqTRllc,168,Train
xDvNCqTRllc,221,Train
xE8dpP0GfzA,0,Train
xE8dpP0GfzA,23,Train
xE9DGSwjDBU,120,Train
xEGQpDVCgGY,350,Train
xEOihgu3Dpo,40,Train
xEPuRicHpCY,1,Train
xEQurfI2a5U,180,Train
xEgiXq8vdtw,30,Train
xEZZbR9Ee6I,2,Train
xEh_xX_gNso,32,Train
xEh_xX_gNso,46,Train
xElEg-6DBtM,18,Train
xEhql5ADJ4k,30,Train
xEsn_teJEVo,187,Train
xF2Na17PxPo,51,Train
xF3kioA952c,330,Train
xFDMo5dVjpg,234,Train
xFR4p6t6hcg,265,Train
xFth-KuxTv4,40,Train
xG-meaGqg-M,89,Train
xG3RqP2fzI4,24,Train
xGFo5wHFjb4,82,Train
xG4PHxT_gfs,0,Train
xGP1e5hfgTA,323,Train
xGTdGO_1aug,1,Train
xGTdGO_1aug,11,Train
xG_HDJCFNtg,0,Train
xGkwu0Jdyw4,281,Train
xGvSwdXDBGU,75,Train
xH6Jz0O704U,30,Train
xHD2I5lzDMM,60,Train
xHPKvUzFmrA,92,Train
xHNfRflHSL8,90,Train
xIBh9MOGGKY,30,Train
xHp6ryuJwoo,113,Train
xILJn7b9kLA,89,Train
xIM9XwRUWZo,6,Train
xIQsC2eCj9U,200,Train
xIUwgb-KwkU,25,Train
xIi-siZqIC4,50,Train
xJ3v8rRdxRU,8,Train
xJ3v8rRdxRU,18,Train
xJ5jUiffWQU,30,Train
xJC6YmMtbVU,30,Train
xJN7nfEGmTk,187,Train
xJPrRpevxsA,30,Train
xJZV_uvO8VQ,33,Train
xJZV_uvO8VQ,51,Train
xJafCwClCEo,320,Train
xJhGnov-0o0,9,Train
xJpvWWMAoZ0,1,Train
xJwJXKFTYgY,40,Train
xJyoIGHxC20,30,Train
xK2uBGLclVA,340,Train
xKFF1bvlqNk,110,Train
xKFVmmUKA8Q,400,Train
xKIE3mhLZVE,9,Train
xKJMJuetaA4,10,Train
xCENkosbAOM,0,Train
xL0BkhngLQY,110,Train
xL0gspjr8-U,0,Train
xLAMqcTJXwA,29,Train
xLAMqcTJXwA,43,Train
xLm3axEst6E,28,Train
xLnr2tPGAsI,120,Train
xM01oCgdOcE,14,Train
xM4PqL3eedU,85,Train
xM4PqL3eedU,118,Train
xM7FUegHQe8,2,Train
xM8c2szyqx4,3,Train
xMJ2lWVBwqQ,91,Train
xMWxcqm1oxI,6,Train
xMWxcqm1oxI,16,Train
xMif4JZ_Oh8,68,Train
xMl8nGqntvQ,89,Train
xMif4JZ_Oh8,19,Train
xN15KagtGac,214,Train
xN8WKWmD3n8,26,Train
xNCyVXKtspA,21,Train
xNH1J9ZTOl0,4,Train
xNZfObuaub8,30,Train
xNh5s8ftNvk,90,Train
xNh5s8ftNvk,52,Train
xO8rzNfy5ZA,44,Train
xNxauFokpjE,216,Train
xOBVrKZ6-wo,10,Train
xOcFX_abPPY,18,Train
xOxdWDkWJVo,10,Train
xOa5DgZsTQs,505,Train
xP03KOtVN5c,19,Train
xP03KOtVN5c,47,Train
xP5Naqkxgmw,0,Train
xPEmI2Ihl7Y,789,Train
xPIhTw0fbzI,10,Train
xPLasulOZtQ,27,Train
xPIvi3x8SGA,87,Train
xPTtzUlkdoM,47,Train
wQrUgR2tTRc,0,Train
wSvcQ2dKNkk,30,Train
wWk8AINg03U,30,Train
w_ev5f5JVU0,90,Train
w_wlwJlsF_I,30,Train
when3v7NVFk,0,Train
wqMF-GKg3JU,0,Train
x2uEkzFPsaM,0,Train
x8BKOJ4gU4E,30,Train
x9GrNq2_yWI,24,Train
x9aqRgP9LOM,0,Train
x9a8lnq6g9o,4,Train
xFl8s-23lJM,560,Train
xNRCwF4TStY,110,Train
xNONlFygQF8,0,Train
xQO96uf9X48,10,Train
xQO98CsaWZQ,6,Train
xQ1JOTmL_1Q,41,Train
xQTPEQDb0Gg,30,Train
xQTpgLDNXQ4,16,Train
xQXdhdYHJmI,160,Train
xQbTuoxteLI,20,Train
xPsoIMGDZNE,30,Train
xQdsm9lRh4I,7,Train
xQeN0dVuy_E,10,Train
xQX6QXWQ1sw,50,Train
xQh6J6CaNQo,4,Train
xPUfnZSoAMM,204,Train
xR087MviuYM,23,Train
xR7k2WKK_fY,100,Train
xQh6J6CaNQo,363,Train
xRAj37jqdT0,82,Train
xRHSQjTaJbI,424,Train
xRO2FFv_cfY,93,Train
xRjF0PVureY,11,Train
xRkmiqgRZ2c,30,Train
xRvHdv2iGU0,250,Train
xSK0lqg93fM,28,Train
xSoP4z92-xY,281,Train
xSb126oBPU0,14,Train
xSqA8Ya22aw,14,Train
xSuHB2LKals,270,Train
xSwtjvgxN9k,350,Train
xSwYila8EUs,164,Train
xTDmWAfnFl0,181,Train
wVHYjyfTCxI,40,Train
wdjDKFtMaPY,7,Train
xTPmoYwgKf4,30,Train
xTSWnCiApuw,190,Train
xTWC9Sa0Bbg,16,Train
xTYjdUa1CKA,69,Train
xTbuGlS429c,24,Train
xTkkcm9ABX0,30,Train
xU3R5P8m59E,30,Train
xU76UFY4vVc,20,Train
xU7VmWYXGhU,56,Train
xU8hyYDi6Dw,180,Train
xUf5WHqezSw,26,Train
xVDGIF1pFvQ,30,Train
xVEXWvj0iWo,60,Train
xVREH7s7Wsw,53,Train
xVTFFOHpwL0,722,Train
xVltxj8I5mI,112,Train
xVstP8rMPKI,11,Train
xVuP1Q1Jfkk,204,Train
xVstP8rMPKI,0,Train
xW2D-wNuVOU,82,Train
xW2D-wNuVOU,72,Train
xW66E2yq7F0,420,Train
xWBMt4fI95M,6,Train
xX4St6cIuJM,1,Train
xXD1croVjHc,24,Train
xXG5LaT-DTs,10,Train
xWUlsT_KRio,50,Train
xX_x4lBDBVU,42,Train
xXz-ENUCuT0,201,Train
xXx1KxEPPw4,30,Train
xY9ztprEmHU,254,Train
xYHeArRR8Ac,37,Train
xYMBLHfk7oU,110,Train
xYQbOgaDuVs,200,Train
xYtA1WtLfjQ,510,Train
xZ4i0NPDCaU,15,Train
xZ8hQliZqhg,320,Train
xZE-WLCXiWg,25,Train
xZLSFUXT03E,106,Train
xZ_F9p0zR5U,220,Train
xZ_F9p0zR5U,294,Train
xZb4Fn654vs,160,Train
xZyIWhsNdPA,2,Train
xZyIWhsNdPA,16,Train
x_2cbIrHG1k,30,Train
x_LRLE6-l1Y,272,Train
x_LRLE6-l1Y,182,Train
x_Mli1AtvT4,140,Train
x_NqV09BYIM,126,Train
x_b-XdDDvDc,80,Train
x_b-XdDDvDc,228,Train
x_oy_17wBCc,20,Train
x_uext1quY4,45,Train
x_sNyP60PAE,10,Train
x_xq-Q6-Mr0,30,Train
xaEP5ROw-_c,270,Train
xaUUNL3g-mU,15,Train
xaUUNL3g-mU,256,Train
xaZNegl1oIA,7,Train
xaNggxLBFiE,91,Train
xa_OTFcAEOU,230,Train
xabrKa79prM,338,Train
xaz0oheoStQ,310,Train
xanOeYcQpcM,20,Train
xb59FyD0Bv0,70,Train
xbBjYygtCt0,67,Train
xbF2ocBWrzU,10,Train
xbM0ZoU4Zu0,10,Train
xbNNxwGRG20,62,Train
xbQ6UtvwPiY,32,Train
wl7qyy6dT-U,10,Train
xVltxj8I5mI,84,Train
xWBMt4fI95M,63,Train
xbSWQWNx1k0,107,Train
xbWWHfCFceI,246,Train
xbXatTNDkQM,0,Train
xbYLxzeRHus,60,Train
xbuyu_TEa0E,290,Train
xbxAb5zyB_I,40,Train
xcDjNRlqEQ4,56,Train
xcDjNRlqEQ4,74,Train
xckW0gpLdQs,8,Train
xckr3UahRJg,156,Train
xdG0AMtIm7k,4,Train
xdLCPLXWakI,330,Train
xdPqbQXH-9s,410,Train
xdZ_6IKcRKQ,46,Train
xdggqSKbbIw,34,Train
xdggqSKbbIw,58,Train
xdmCY8uVAtA,100,Train
xe4kcDT187o,80,Train
xe5IgEEfRhE,33,Train
xe7opvK-LJg,370,Train
xeHCpfh2Sas,5,Train
xeNP2hhWmYA,52,Train
xeAxybX3i1E,30,Train
xeS25F6uHic,123,Train
xeh518pfyQU,230,Train
xelZdUZeWtU,150,Train
xezp8RaWOP8,29,Train
xf0NtO-UTN8,170,Train
xfDPU62JMhA,2,Train
xfNcNnhHErQ,32,Train
xfbT4llvsCI,0,Train
xfd-ki1Dtlc,3,Train
xfy7rBdsvsY,210,Train
xfyrvUt_X78,350,Train
xfzZr8Y4D0s,30,Train
xgc-uBQd11w,20,Train
xgeWq_PjLfs,30,Train
xh-aX0d5UGA,170,Train
xcoDPmy-UAY,684,Train
xf0Mi3kWKhY,323,Train
xhYJPvTIkx8,77,Train
xhwpUXYJnlU,4,Train
xi8E9rAK-0E,240,Train
xilLZ0bffbY,10,Train
xj0BCbOGvDM,340,Train
xjGdHaMKN2k,6,Train
xjRXeH8t1ck,9,Train
xjhJOF9BA34,20,Train
xjjk0WVZkVU,70,Train
xjlEk7FUBSU,40,Train
xjvdwSFFxlw,99,Train
xkH26v5EKyA,33,Train
xkK5oSAKPjY,1,Train
xkYf1RbcY90,25,Train
xk_8TdtGuiI,176,Train
xkt4vIJIo3M,5,Train
